Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"90123/2023";Aprovada;;"SERVIÇO ? CGENG - reforma da sede da SEMS-RR";SERVICOS;250110;02/02/2024;31/07/2024;180;"SAA.CGENG";"504/2023";"Médio";1;31/07/2024;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;"";"";1627;"MANUTENÇÃO / REFORMA PREDIAL";"UN";35.000.000,0000;1,00000;35.000.000,0000
"90135/2023";Aprovada;Preparação;"SERVIÇO - CGENG -  prestação de serviços comuns de engenharia,";SERVICOS;250110;30/08/2023;28/02/2024;182;"SAA.CGENG";"261/2023";"Médio";1;28/02/2024;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;"";"";1627;"MANUTENÇÃO / REFORMA PREDIAL";"UN";15.000.000,0000;1,00000;15.000.000,0000
"90132/2023";Aprovada;;".MATERIAL ? DATASUS -hiperconvergência para os Data Centers do DATASUS de BSB e dos Hospitais RJ";CONTRATACOES_TIC;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"516/2023";"Baixo";1;30/12/2024;Material;7010;COMPUTADORES;"10293";"SERVIDOR";459959;"TIPO: RACK, PROCESSADORES FÍSICOS: 4, NÚCLEOS POR PROCESSADOR: 15 A 20, MEMÓRIA RAM: 768, INTERFACE REDE LAN: NO MÍNIMO 8, INTERFACE REDE SAN: 2, ARMAZENAMENTO SATA: COM DISCOS SATA, ARMAZENAMENTO SAS: COM DISCOS SAS, ARMAZENAMENTO SSD: COM DISCOS SSD, FONTE ALIMENTAÇÃO: REDUNDANTE (SWAP/HOT PLUG), SISTEMA OPERACIONAL: SEM SISTEMA OPERACIONAL, GARANTIA ON SITE: SUPERIOR 48";"UN";7.420.000,0000;1,00000;7.420.000,0000
"90132/2023";Aprovada;;".MATERIAL ? DATASUS -hiperconvergência para os Data Centers do DATASUS de BSB e dos Hospitais RJ";CONTRATACOES_TIC;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"516/2023";"Baixo";2;30/12/2024;Material;7010;COMPUTADORES;"10293";"SERVIDOR";459959;"TIPO: RACK, PROCESSADORES FÍSICOS: 4, NÚCLEOS POR PROCESSADOR: 15 A 20, MEMÓRIA RAM: 768, INTERFACE REDE LAN: NO MÍNIMO 8, INTERFACE REDE SAN: 2, ARMAZENAMENTO SATA: COM DISCOS SATA, ARMAZENAMENTO SAS: COM DISCOS SAS, ARMAZENAMENTO SSD: COM DISCOS SSD, FONTE ALIMENTAÇÃO: REDUNDANTE (SWAP/HOT PLUG), SISTEMA OPERACIONAL: SEM SISTEMA OPERACIONAL, GARANTIA ON SITE: SUPERIOR 48";"UN";939.298,1500;6,00000;5.635.788,9000
"90132/2023";Aprovada;;".MATERIAL ? DATASUS -hiperconvergência para os Data Centers do DATASUS de BSB e dos Hospitais RJ";CONTRATACOES_TIC;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"516/2023";"Baixo";1;30/12/2024;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"UN";105.499,1000;1,00000;105.499,1000
"90132/2023";Aprovada;;".MATERIAL ? DATASUS -hiperconvergência para os Data Centers do DATASUS de BSB e dos Hospitais RJ";CONTRATACOES_TIC;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"516/2023";"Baixo";2;30/12/2024;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"UN";50.017,1000;6,00000;300.102,6000
"90132/2023";Aprovada;;".MATERIAL ? DATASUS -hiperconvergência para os Data Centers do DATASUS de BSB e dos Hospitais RJ";CONTRATACOES_TIC;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"516/2023";"Baixo";3;30/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";20052;"TREINAMENTO - INSTALAÇÃO / UTILIZAÇÃO EQUIPAMENTO";"UN";12.313,7000;1,00000;12.313,7000
"90131/2023";Aprovada;;"MATERIAL ? SERVIÇO -  DATASUS - 25000.169685/2021-71  fornecimento e implantação  de solução";CONTRATACOES_TIC;250110;29/12/2023;28/06/2024;182;"SEIDIGI.DATASUS.CGIE";"407/2023";"Baixo";1;28/06/2024;Material;7010;COMPUTADORES;"10293";"SERVIDOR";459959;"NÚCLEOS POR PROCESSADOR: 15 A 20, GARANTIA ON SITE: SUPERIOR 48, INTERFACE REDE LAN: NO MÍNIMO 8, INTERFACE REDE SAN: 2, ARMAZENAMENTO SATA: COM DISCOS SATA, ARMAZENAMENTO SAS: COM DISCOS SAS, ARMAZENAMENTO SSD: COM DISCOS SSD, PROCESSADORES FÍSICOS: 4, TIPO: RACK, FONTE ALIMENTAÇÃO: REDUNDANTE (SWAP/HOT PLUG), SISTEMA OPERACIONAL: SEM SISTEMA OPERACIONAL, MEMÓRIA RAM: 768";"UN";710.000,0000;20,00000;14.200.000,0000
"90131/2023";Aprovada;;"MATERIAL ? SERVIÇO -  DATASUS - 25000.169685/2021-71  fornecimento e implantação  de solução";CONTRATACOES_TIC;250110;29/12/2023;28/06/2024;182;"SEIDIGI.DATASUS.CGIE";"407/2023";"Baixo";2;28/06/2024;Material;7010;COMPUTADORES;"10293";"SERVIDOR";459959;"NÚCLEOS POR PROCESSADOR: 15 A 20, GARANTIA ON SITE: SUPERIOR 48, INTERFACE REDE LAN: NO MÍNIMO 8, INTERFACE REDE SAN: 2, ARMAZENAMENTO SATA: COM DISCOS SATA, ARMAZENAMENTO SAS: COM DISCOS SAS, ARMAZENAMENTO SSD: COM DISCOS SSD, PROCESSADORES FÍSICOS: 4, TIPO: RACK, FONTE ALIMENTAÇÃO: REDUNDANTE (SWAP/HOT PLUG), SISTEMA OPERACIONAL: SEM SISTEMA OPERACIONAL, MEMÓRIA RAM: 768";"UN";600.000,0000;6,00000;3.600.000,0000
"90131/2023";Aprovada;;"MATERIAL ? SERVIÇO -  DATASUS - 25000.169685/2021-71  fornecimento e implantação  de solução";CONTRATACOES_TIC;250110;29/12/2023;28/06/2024;182;"SEIDIGI.DATASUS.CGIE";"407/2023";"Baixo";3;28/06/2024;Material;8145;RECIPIENTES ESPECIALIZADOS PARA TRANSPORTE E ARMAZENAGEM;"7092";"ESTANTE RACK";477109;"ACABAMENTO SUPERFICIAL: PINTURA ELETROSTÁTICA, APLICAÇÃO: REDE DE COMUNICAÇÃO DE DADOS, PORTAS: FRONTAIS E TRASEIRAS COM ORIFÍCIO PARA VENTILAÇÃO, PORTA FRONTAL: EM AÇO COM CHAVE E VISOR EM ACRÍLICO, COR: PRETA, TIPO: DE PISO, ESTRUTURA: CHAPA AÇO, PADRÃO: 19" X 42U, CAPACIDADE CARGA: 600";"UN";170.000,0000;26,00000;4.420.000,0000
"90131/2023";Aprovada;;"MATERIAL ? SERVIÇO -  DATASUS - 25000.169685/2021-71  fornecimento e implantação  de solução";CONTRATACOES_TIC;250110;29/12/2023;28/06/2024;182;"SEIDIGI.DATASUS.CGIE";"407/2023";"Baixo";1;28/06/2024;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"UN";70.000,0000;26,00000;1.820.000,0000
"90131/2023";Aprovada;;"MATERIAL ? SERVIÇO -  DATASUS - 25000.169685/2021-71  fornecimento e implantação  de solução";CONTRATACOES_TIC;250110;29/12/2023;28/06/2024;182;"SEIDIGI.DATASUS.CGIE";"407/2023";"Baixo";2;28/06/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";20052;"TREINAMENTO - INSTALAÇÃO / UTILIZAÇÃO EQUIPAMENTO";"UN";20.000,0000;1,00000;20.000,0000
"90161/2023";Aprovada;;"SERVIÇO - CGCON.DIFSEP - Contratação para dar publicidade aos atos da Administração Pública";SERVICOS;250110;01/12/2023;31/05/2024;182;"SAA.CGCON.DIFSEP";"187/2023";"Baixo";1;01/06/2024;Serviço;836;SERVIÇOS DE PUBLICIDADE;"";"";892;"PROPAGANDA E PUBLICIDADE";"UN";10.000,0000;12,00000;120.000,0000
"90165/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - CONDOMINIO  GERENCIA MANUTENCAO DE IMOVEL ADMINISTRACAO";SERVICOS;250110;31/05/2024;29/11/2024;182;"SAA.CGCON.DIFMEX";"205/2023";"Baixo";1;30/11/2024;Serviço;722;SERVIÇOS IMOBILIÁRIOS COMISSIONADOS OU POR CONTRATO;"";"";17426;"CONDOMÍNIO - GERÊNCIA / MANUTENÇÃO DE IMÓVEL / ADMINISTRAÇÃO";"UN";553.190,0000;12,00000;6.638.280,0000
"90164/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - LOCACAO DE IMOVEL";SERVICOS;250110;31/05/2024;29/11/2024;182;"SAA.CGCON.DIFMEX";"206/2023";"Baixo";1;30/11/2024;Serviço;721;SERVIÇOS IMOBILIÁRIOS RELATIVOS A LOCAÇÃO OU ARRENDAMENTO;"";"";4316;"LOCAÇÃO DE IMÓVEL";"UN";2.251.228,5000;12,00000;27.014.742,0000
"90167/2023";Aprovada;;"SERVIÇO - SAPS - Publicação do exemplar da Politica Nacional de Atenção Integral à Saúde de Adolesce";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAPS.DGCI. CGCRIAJ";"359/2023";"Médio";1;30/12/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";8,0000;30.000,00000;240.000,0000
"90172/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - Contratação de empresa especializada em monitoramento de CFTV ";SERVICOS;250110;03/11/2023;02/05/2024;181;"SAA.CGCON.DIFMEX";"252/2023";"Baixo";1;02/05/2024;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;"";"";21660;"MONITORAMENTO CIRCUITO FECHADO TV";"UN";40.000,0000;12,00000;480.000,0000
"90171/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - Serviços de Jardinagem";SERVICOS;250110;04/04/2024;01/10/2024;180;"SAA.CGCON.DIFMEX";"203/2023";"Baixo";1;01/10/2024;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";24325;"PRESTAÇÃO DE SERVIÇO DE JARDINAGEM - OUTROS SERVIÇOS - OUTRAPRODUTIVIDADE";"OUTRAS";31.933,9900;12,00000;383.207,8800
"90189/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI - Livro sobre Práticas Integrativas e Complementares em Saúde 2ª volume";SERVICOS;250110;03/11/2023;01/05/2024;180;"SAPS.DGCI";"344/2023";"Médio";1;01/05/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";50,0000;10.000,00000;500.000,0000
"90188/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI - Livro sobre Práticas Integrativas e Complementares em Saúde  3ª volume";SERVICOS;250110;03/11/2023;01/05/2024;180;"SAPS.DGCI";"345/2023";"Médio";1;01/05/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";50,0000;10.000,00000;500.000,0000
"90219/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.CACRIAD - CUIDANDO DE ADOLESCENTES 2 métodos contraceptivos atuais";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAPS.DGCI. CGCRIAJ";"352/2023";"Médio";1;30/12/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";8,0000;30.000,00000;240.000,0000
"90322/2023";Aprovada;Encerrada;"SERVIÇO -  COGEP.CODEP - ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"544/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;20,00000;50.000,0000
"90311/2023";Aprovada;Encerrada;"SERVIÇO - COGEP.CODEP - ações de des. relacionadas ao Tema Parcerias no Setor Público";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"555/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;20,00000;50.000,0000
"90300/2023";Aprovada;;"SERVIÇO - COGEP.CODEP -  ações de des. relacionadas ao Tema Sistemas de Computação";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"566/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;4,00000;10.000,0000
"90199/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.COSMU - Contratação de Empresa para Editoração , impressão gráfica";SERVICOS;250110;29/12/2023;28/06/2024;182;"SAPS.DGCI.CGESMU";"318/2023";"Médio";1;30/06/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";5,0000;50.000,00000;250.000,0000
"90194/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.COSMU - Manual de Acolhimento e Classificação de Risco em Obstetrícia";SERVICOS;250110;01/09/2023;01/03/2024;182;"SAPS.DGCI.CGESMU";"328/2023";"Médio";1;03/03/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";3,8400;30.000,00000;115.200,0000
"90186/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI - Glossário Temático sobre Práticas Integrativas e Complementares em Saúde";SERVICOS;250110;03/11/2023;01/05/2024;180;"SAPS.DGCI";"349/2023";"Médio";1;01/05/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";50,0000;10.000,00000;500.000,0000
"90182/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CDTAP - Guia de bolso de manejo clínico da dengue adulto e criança";SERVICOS;250110;21/07/2023;17/01/2024;180;"SAPS.DGCI.CDTAP";"368/2023";"Médio";1;17/01/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";10,0000;100.000,00000;1.000.000,0000
"90176/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - COLETA DE LIXO - RESIDENCIAL COMERCIAL INDUSTRIAL";SERVICOS;250110;04/04/2024;01/10/2024;180;"SAA.CGCON.DIFMEX";"204/2023";"Baixo";1;01/10/2024;Serviço;853;SERVIÇOS DE LIMPEZA;"";"";14265;"COLETA DE LIXO - RESIDENCIAL / COMERCIAL / INDUSTRIAL";"UN";11.070,2500;12,00000;132.843,0000
"90170/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - PRESTACAO DE SERVICOS DE MOTORISTA";SERVICOS;250110;04/04/2024;01/10/2024;180;"SAA.CGCON.DIFMEX";"208/2023";"Baixo";1;01/10/2024;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";15008;"PRESTAÇÃO DE SERVIÇOS DE MOTORISTA";"UN";41.800,0000;12,00000;501.600,0000
"90153/2023";Aprovada;;"SERVIÇO - CGCON.DIFSEP - Locação com manutenção preventiva e corretiva de aparelhos purificadores";SERVICOS;250110;04/12/2023;31/05/2024;179;"SAA.CGCON.DIFSEP";"193/2023";"Baixo";1;01/06/2024;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;"";"";4405;"LOCAÇÃO / MANUTENÇÃO DE EQUIPAMENTOS PERMANENTES";"UN";8.712,0000;12,00000;104.544,0000
"90147/2023";Aprovada;;"SERVIÇO - DATASUS - Solução Integrada de Serviços Gerenciados de Segurança para nuvem.";CONTRATACOES_TIC;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"473/2023";"Baixo";1;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";13.000.000,0000;1,00000;13.000.000,0000
"90139/2023";Aprovada;;"SERVIÇO - DATASUS - Solução de micro segmentação de redes.";SERVICOS;250110;03/07/2024;30/12/2024;180;"SEIDIGI.DATASUS.CGIE";"513/2023";"Baixo";1;30/12/2024;Serviço;172;SERVIÇOS DE PESQUISA,ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIADA INFORMAÇÃO E COMUNICAÇÃO (TIC);"";"";27324;"SERVIÇOS DE PESQUISA, ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";5.000.000,0000;1,00000;5.000.000,0000
"90342/2023";Aprovada;Encerrada;"SERVIÇO - COGEP.CODEP - ações de desenvolvimento relacionadas ao Tema Auditoria, conforme previsto n";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"525/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;234,00000;585.000,0000
"90337/2023";Aprovada;;"SERVIÇO - COGEP.CODEP - ações de desenvolvimento relacionadas ao Tema Comunicação Visual,";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"530/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;23,00000;57.500,0000
"90348/2023";Aprovada;Preparação;"SERVIÇO - COGEP - ações de desenvolvimento relacionadas ao Tema Direito Público,";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"533/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;30,00000;75.000,0000
"90111/2023";Aprovada;;"BENS - SVS - ABRAÇADEIRA E BATERIA";BENS;250110;02/07/2024;30/12/2024;181;"SVS.DEIDT.CGZV";"243/2023";"Baixo";1;31/12/2024;Material;5325;DISPOSITIVOS PARA FIXAÇÃO;"578";"ABRAÇADEIRA";251521;"MATERIAL: PLÁSTICO, APLICAÇÃO: AMARRAÇÃO E FIXAÇÃO, COMPRIMENTO TOTAL: 110, LARGURA: 2,50";"UN";0,0500;500.000,00000;25.000,0000
"90111/2023";Aprovada;;"BENS - SVS - ABRAÇADEIRA E BATERIA";BENS;250110;02/07/2024;30/12/2024;181;"SVS.DEDT.CGZV";"333/2023";"Baixo";1;31/12/2024;Material;6140;BATERIAS RECARREGÁVEIS;"3475";"BATERIA RECARREGÁVEL";401988;"TIPO: SELADA VRLA(REGULADAS POR VÁLVULAS), MODELO: PORTÁTIL, APLICAÇÃO: ARMADILHAS ENTOMOLÓGICAS, SISTEMA ELETROQUÍMICO: CHUMBO-ÁCIDO, TENSÃO NOMINAL: 6, CAPACIDADE NOMINAL: 7,2, PESO: 1,2";"PCT";125,0000;1.000,00000;125.000,0000
"90108/2023";Aprovada;Preparação;"SERVIÇO - CGDI EDITORA - SERVIÇO DE IMPRESSÃO";SERVICOS;250110;22/09/2023;22/03/2024;182;"SAA.CGDI.EDITORA";"398/2023";"Baixo";1;24/03/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";18422;"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"UN";2.000.000,0000;1,00000;2.000.000,0000
"90154/2023";Aprovada;;"SERVIÇO - CGCON.DIFSEP - PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO DE APARELHOS PURIFICADOR/FILTROS INDUSTR";SERVICOS;250110;04/12/2023;31/05/2024;179;"SAA.CGCON.DIFSEP";"190/2023";"Baixo";1;01/06/2024;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;"";"";21628;"MANUTENÇÃO FILTRO / PURIFICADOR ÁGUA";"UN";6.534,0000;12,00000;78.408,0000
"90152/2023";Aprovada;;"SERVIÇO - DATASUS - 25000.010159/2023-68 -higienização, softwares de Informática-Ferramenta de ETL";CONTRATACOES_TIC;250110;16/02/2024;15/08/2024;181;"SEIDIGI.DATASUS.CGIE";"396/2023";"Baixo";1;15/08/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";80.000,0000;100,00000;8.000.000,0000
"90150/2023";Aprovada;;"SERVIÇO - DATASUS - 25000.062383/2023-35. Atualização de licença para modelagem de dados.";CONTRATACOES_TIC;250110;04/07/2024;31/12/2024;180;"SEIDIGI.DATASUS.CGIE";"410/2023";"Baixo";1;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";200.000,0000;1,00000;200.000,0000
"90120/2023";Aprovada;Preparação;"BENS - COMAP - Mobiliários";BENS;250110;10/10/2023;29/03/2024;171;"SAA.CGINFRA.COMAP";"287/2023";"Baixo";1;01/05/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"313";"CADEIRA ESCRITÓRIO";485893;"TIPO SISTEMA REGULAGEM VERTICAL: A GÁS, COR: PRETA, MATERIAL ESTRUTURA: AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: COURO SINTÉTICO, MATERIAL ENCOSTO: TELA 100% POLIÉSTER, MATERIAL ASSENTO: POLIPROPILENO INJETADO, TRATAMENTO SUPERFICIAL ESTRUTURA: PINTURA EM EPÓXI, TIPO BASE: GIRATÓRIA, TIPO ENCOSTO: MÉDIO, APOIO BRAÇO: COM BRAÇOS REGULÁVEIS, QUANTIDADE PÉS: 5";"UN";1.200,0000;1.500,00000;1.800.000,0000
"90120/2023";Aprovada;Preparação;"BENS - COMAP - Mobiliários";BENS;250110;10/10/2023;29/03/2024;171;"SAA.CGINFRA.COMAP";"287/2023";"Baixo";2;01/05/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"313";"CADEIRA ESCRITÓRIO";602025;"COR: PRETA, CARACTERÍSTICAS ADICIONAIS: APOIO DE CABEÇA, REGULAGEM DE ALTURA E INCLINAÇÃO, MATERIAL ESTRUTURA: AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: POLIÉSTER, MATERIAL ENCOSTO: TELA 100% POLIÉSTER, MATERIAL ASSENTO: COMPENSADO MULTILAMINADO E ESPUMA INJETADA, TIPO BASE: GIRATÓRIA, TIPO ENCOSTO: REGULÁVEL, APOIO BRAÇO: COM BRAÇOS REGULÁVEIS, QUANTIDADE PÉS: 5, ACABAMENTO SUPERFICIAL ESTRUTURA: PINTURA EPÓXI";"UN";1.750,0000;500,00000;875.000,0000
"90120/2023";Aprovada;Preparação;"BENS - COMAP - Mobiliários";BENS;250110;10/10/2023;29/03/2024;171;"SAA.CGINFRA.COMAP";"287/2023";"Baixo";3;01/05/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"313";"CADEIRA ESCRITÓRIO";399298;"MATERIAL ESTRUTURA: TUBO AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: TECIDO, MATERIAL ENCOSTO: ESPUMA POLIURETANO INJETADO, MATERIAL ASSENTO: ESPUMA POLIURETANO INJETADO, TIPO BASE: FIXA, CONTÍNUA, TIPO ENCOSTO: ESPALDAR MÉDIO, APOIO BRAÇO: COM BRAÇOS, ACABAMENTO SUPERFICIAL ESTRUTURA: PINTURA EM EPÓXI PÓ";"UN";900,0000;500,00000;450.000,0000
"90120/2023";Aprovada;Preparação;"BENS - COMAP - Mobiliários";BENS;250110;10/10/2023;29/03/2024;171;"SAA.CGINFRA.COMAP";"287/2023";"Baixo";4;01/05/2024;Material;7105;MOBILIÁRIO DOMÉSTICO;"12177";"SOFÁ";470185;"REVESTIMENTO: COURO SINTÉTICO, ALTURA: 70, MATERIAL ESTOFAMENTO: ESPUMA POLIURETANO D28, QUANTIDADE ASSENTOS: 1, COR: PRETA, LARGURA: 76, CARACTERÍSTICAS ADICIONAIS: PÉS E ESTRUTURA EM AÇO CROMADO TUBULAR, PROFUNDIDADE: 70, MATERIAL ESTRUTURA: MADEIRA MACIÇA";"UN";1.600,0000;100,00000;160.000,0000
"90120/2023";Aprovada;Preparação;"BENS - COMAP - Mobiliários";BENS;250110;10/10/2023;29/03/2024;171;"SAA.CGINFRA.COMAP";"287/2023";"Baixo";5;01/05/2024;Material;7105;MOBILIÁRIO DOMÉSTICO;"12177";"SOFÁ";381010;"REVESTIMENTO: COURO SINTÉTICO, ALTURA: 760, MATERIAL ESTOFAMENTO: ESPUMA POLIURETANO INJETADO, QUANTIDADE ASSENTOS: 2, COR: PRETA, LARGURA: 1300, CARACTERÍSTICAS ADICIONAIS: COM BRAÇOS EM AÇO TUBULAR, PROFUNDIDADE: 650, MATERIAL ESTRUTURA: MADEIRA COMPENSADA";"UN";2.100,0000;100,00000;210.000,0000
